timestamp,cpuPercent,heapUsedMB,latencyMs,errorCount,label
2024-06-15T08:05:03,19.31,74.94,51.38,0,0
2024-06-15T08:05:04,24.17,74.07,48.17,0,0
2024-06-15T08:05:05,10.61,77.87,28.08,0,0
2024-06-15T08:05:06,20.55,72.2,31.64,0,0
2024-06-15T08:05:07,26.64,73.83,44.77,0,0
2024-06-15T08:05:08,21.81,76.19,42.61,0,0
2024-06-15T08:05:09,16.87,77.49,38.05,0,0
2024-06-15T08:05:10,15.77,73.93,54.01,0,0
2024-06-15T08:05:11,25.4,74.13,39.21,0,0
2024-06-15T08:05:12,20.71,80.19,45.06,0,0
2024-06-15T08:05:13,23.72,77.58,43.91,0,0
2024-06-15T08:05:14,20.96,74.51,41.43,0,0
2024-06-15T08:05:15,21.85,76.82,42.42,0,0
2024-06-15T08:05:16,24.93,74.8,42.63,0,0
2024-06-15T08:05:17,14.01,77.29,44.77,0,0
2024-06-15T08:05:18,25.99,67.76,58.71,0,0
2024-06-15T08:05:19,21.44,77.77,33.68,0,0
2024-06-15T08:05:20,24.45,72.37,37.01,0,0
2024-06-15T08:05:21,29.66,74.52,43.74,1,0
2024-06-15T08:05:22,25.48,76.24,43.2,0,0
2024-06-15T08:05:23,23.46,81.01,41.54,0,0
2024-06-15T08:05:24,22.8,77.63,50.84,0,0
2024-06-15T08:05:25,26.75,76.6,32.86,0,0
2024-06-15T08:05:26,28.53,72.13,44.42,0,0
2024-06-15T08:05:27,18.98,74.84,44.63,0,0
2024-06-15T08:05:28,23.29,76.05,54.91,0,0
2024-06-15T08:05:29,23.81,74.39,49.71,0,0
2024-06-15T08:05:30,26.76,71.93,46.78,0,0
2024-06-15T08:05:31,24.8,74.26,53.01,0,0
2024-06-15T08:05:32,21.4,75.31,40.62,0,0
2024-06-15T08:05:33,22.06,72.26,30.48,0,0
2024-06-15T08:05:34,28.38,72.88,34.07,0,0
2024-06-15T08:05:35,13.39,73.4,31.42,0,0
2024-06-15T08:05:36,28.57,77.52,36.49,0,0
2024-06-15T08:05:37,31.01,77.45,39.4,0,0
2024-06-15T08:05:38,12.0,80.73,30.88,0,0
2024-06-15T08:05:39,15.42,77.56,61.52,0,0
2024-06-15T08:05:40,27.54,76.41,46.76,0,0
2024-06-15T08:05:41,25.41,76.9,44.25,0,0
2024-06-15T08:05:42,22.42,74.84,35.97,1,0
2024-06-15T08:05:43,20.88,70.77,41.21,0,0
2024-06-15T08:05:44,18.05,72.24,43.44,0,0
2024-06-15T08:05:45,27.57,77.3,29.44,0,0
2024-06-15T08:05:46,18.04,77.35,34.14,0,0
2024-06-15T08:05:47,21.1,76.38,34.25,0,0
2024-06-15T08:05:48,22.42,71.66,37.19,0,0
2024-06-15T08:05:49,23.28,71.02,45.52,0,0
2024-06-15T08:05:50,21.92,76.38,43.79,0,0
2024-06-15T08:05:51,27.46,75.31,38.56,0,0
2024-06-15T08:05:52,22.49,76.36,42.39,0,0
2024-06-15T08:05:53,22.16,73.25,36.7,0,0
2024-06-15T08:05:54,16.39,79.37,32.05,1,0
2024-06-15T08:05:55,19.23,73.2,49.16,0,0
2024-06-15T08:05:56,20.82,78.12,36.61,0,0
2024-06-15T08:05:57,23.12,72.91,59.16,0,0
2024-06-15T08:05:58,17.25,75.77,47.07,0,0
2024-06-15T08:05:59,23.66,74.54,40.96,0,0
2024-06-15T08:06:00,22.18,74.63,49.71,0,0
2024-06-15T08:06:01,30.84,73.61,31.04,0,0
2024-06-15T08:06:02,21.65,81.45,35.57,0,0
2024-06-15T08:06:03,28.56,79.19,37.57,0,0
2024-06-15T08:06:04,24.28,79.07,38.97,0,0
2024-06-15T08:06:05,21.19,73.55,33.88,0,0
2024-06-15T08:06:06,19.4,71.94,42.27,0,0
2024-06-15T08:06:07,18.92,75.58,29.55,0,0
2024-06-15T08:06:08,23.32,77.08,26.05,0,0
2024-06-15T08:06:09,23.5,78.07,32.32,0,0
2024-06-15T08:06:10,28.69,76.05,36.36,0,0
2024-06-15T08:06:11,21.78,76.4,42.61,0,0
2024-06-15T08:06:12,24.16,72.7,43.35,0,0
2024-06-15T08:06:13,16.35,74.72,34.77,0,0
2024-06-15T08:06:14,19.06,78.09,50.73,0,0
2024-06-15T08:06:15,24.44,72.27,39.47,0,0
2024-06-15T08:06:16,26.85,75.35,60.55,0,0
2024-06-15T08:06:17,23.57,75.48,39.53,0,0
2024-06-15T08:06:18,22.53,74.62,47.66,0,0
2024-06-15T08:06:19,25.83,73.04,31.35,0,0
2024-06-15T08:06:20,14.66,76.27,33.17,0,0
2024-06-15T08:06:21,13.39,75.97,61.94,0,0
2024-06-15T08:06:22,21.98,77.1,42.65,0,0
2024-06-15T08:06:23,21.6,77.3,39.68,0,0
2024-06-15T08:06:24,23.07,75.8,36.66,0,0
2024-06-15T08:06:25,25.97,74.56,35.95,0,0
2024-06-15T08:06:26,24.15,72.75,42.23,0,0
2024-06-15T08:06:27,21.96,77.71,45.8,0,0
2024-06-15T08:06:28,21.9,77.04,53.12,0,1
2024-06-15T08:06:29,24.69,74.8,36.23,0,1
2024-06-15T08:06:30,23.48,80.02,49.52,0,1
2024-06-15T08:06:31,25.63,82.05,51.68,0,1
2024-06-15T08:06:32,25.44,83.63,52.03,0,1
2024-06-15T08:06:33,23.07,85.49,44.93,0,1
2024-06-15T08:06:34,26.37,87.74,73.0,0,1
2024-06-15T08:06:35,33.82,84.4,58.06,0,1
2024-06-15T08:06:36,24.76,76.03,77.53,0,1
2024-06-15T08:06:37,30.35,95.99,61.49,0,1
2024-06-15T08:06:38,20.98,94.91,83.23,1,1
2024-06-15T08:06:39,31.28,98.28,88.64,0,1
2024-06-15T08:06:40,28.65,105.72,128.0,0,1
2024-06-15T08:06:41,30.37,94.25,117.78,0,1
2024-06-15T08:06:42,42.4,102.87,72.36,1,1
2024-06-15T08:06:43,36.82,99.95,125.42,0,1
2024-06-15T08:06:44,30.94,115.05,117.81,1,1
2024-06-15T08:06:45,26.31,111.4,141.31,0,1
2024-06-15T08:06:46,35.95,90.21,122.89,0,1
2024-06-15T08:06:47,42.64,91.13,190.6,0,1
2024-06-15T08:06:48,35.52,125.56,169.24,1,1
2024-06-15T08:06:49,36.56,132.34,101.96,1,1
2024-06-15T08:06:50,40.82,97.11,104.27,1,1
2024-06-15T08:06:51,37.07,106.2,187.08,1,1
2024-06-15T08:06:52,44.8,132.5,186.92,1,1
2024-06-15T08:06:53,47.93,146.51,223.87,0,1
2024-06-15T08:06:54,43.2,141.71,189.93,0,1
2024-06-15T08:06:55,44.75,117.5,180.68,1,1
2024-06-15T08:06:56,39.67,124.77,91.26,1,1
2024-06-15T08:06:57,55.95,103.12,145.05,0,1
2024-06-15T08:06:58,44.5,109.63,161.11,0,1
2024-06-15T08:06:59,36.6,151.41,101.72,0,1
2024-06-15T08:07:00,39.17,109.07,144.0,0,1
2024-06-15T08:07:01,53.31,163.19,189.93,1,1
2024-06-15T08:07:02,48.5,100.64,198.45,1,1
2024-06-15T08:07:03,43.15,151.23,207.49,0,1
2024-06-15T08:07:04,51.72,171.33,208.81,0,1
2024-06-15T08:07:05,57.24,170.54,204.16,1,1
2024-06-15T08:07:06,35.51,119.41,227.12,0,1
2024-06-15T08:07:07,41.74,159.37,287.56,0,1
2024-06-15T08:07:08,53.01,154.13,137.86,1,1
2024-06-15T08:07:09,44.15,101.12,297.55,1,1
2024-06-15T08:07:10,47.32,140.69,326.62,0,1
2024-06-15T08:07:11,62.34,148.72,230.61,0,1
2024-06-15T08:07:12,62.68,125.08,279.53,0,1
2024-06-15T08:07:13,58.63,206.43,116.55,1,1
2024-06-15T08:07:14,68.56,131.94,173.45,0,1
2024-06-15T08:07:15,62.61,112.74,258.53,1,1
2024-06-15T08:07:16,33.0,183.55,397.06,0,1
2024-06-15T08:07:17,43.0,157.3,186.72,1,1
2024-06-15T08:07:18,61.47,218.6,298.64,1,1
2024-06-15T08:07:19,42.97,133.79,186.41,0,1
2024-06-15T08:07:20,74.29,200.24,124.91,1,1
2024-06-15T08:07:21,47.22,167.96,285.57,1,1
2024-06-15T08:07:22,69.68,181.98,115.83,0,1
2024-06-15T08:07:23,57.72,121.83,382.47,0,1
2024-06-15T08:07:24,71.0,178.2,183.56,1,1
2024-06-15T08:07:25,59.08,243.1,393.45,1,1
2024-06-15T08:07:26,53.78,202.36,411.93,1,1
2024-06-15T08:07:27,97.29,145.66,306.53,1,1
2024-06-15T08:07:28,99.9,286.59,1507.49,1,1
2024-06-15T08:07:29,26.32,73.39,50.24,0,0
2024-06-15T08:07:30,20.66,73.99,34.36,0,0
2024-06-15T08:07:31,23.69,80.16,33.46,0,0
2024-06-15T08:07:32,22.1,78.53,41.36,0,0
2024-06-15T08:07:33,23.81,72.34,45.43,0,0
2024-06-15T08:07:34,21.25,77.46,51.5,0,0
2024-06-15T08:07:35,32.36,76.45,44.61,1,0
2024-06-15T08:07:36,22.78,74.12,44.71,0,0
2024-06-15T08:07:37,20.82,75.42,52.54,0,0
2024-06-15T08:07:38,17.97,77.85,52.54,0,0
2024-06-15T08:07:39,21.53,69.7,37.14,0,0
2024-06-15T08:07:40,27.19,74.94,34.01,0,0
2024-06-15T08:07:41,19.98,77.1,46.37,0,0
2024-06-15T08:07:42,21.04,74.08,38.87,0,0
2024-06-15T08:07:43,18.31,79.04,39.42,0,0
2024-06-15T08:07:44,26.87,78.8,49.99,1,0
2024-06-15T08:07:45,20.27,76.01,41.81,0,0
2024-06-15T08:07:46,18.39,75.81,32.57,0,0
2024-06-15T08:07:47,26.75,73.84,43.61,0,0
2024-06-15T08:07:48,23.13,74.35,46.69,0,0
2024-06-15T08:07:49,20.1,77.18,31.23,0,0
2024-06-15T08:07:50,22.51,79.85,34.0,0,0
2024-06-15T08:07:51,19.29,76.28,43.44,0,0
2024-06-15T08:07:52,23.4,76.22,47.08,0,0
2024-06-15T08:07:53,26.44,76.02,40.07,0,0
2024-06-15T08:07:54,24.69,79.75,40.94,0,0
2024-06-15T08:07:55,18.1,77.77,41.04,0,0
2024-06-15T08:07:56,13.31,77.12,37.72,0,0
2024-06-15T08:07:57,21.64,75.83,43.52,0,0
2024-06-15T08:07:58,24.84,73.91,46.1,0,0
2024-06-15T08:07:59,20.96,76.85,46.92,0,0
